t,y,y1,y2
19.9080248,-37.8857421875,0.2099609375,-24.0185546875
19.9245279,-38.1787109375,5.7763671875,-15.4248046875
19.9677105,-39.9853515625,10.2197265625,-4.8291015625
19.9844976,-40.7666015625,15.7373046875,3.1298828125
20.0168425,-42.2314453125,21.4501953125,9.5751953125
20.0567942,-43.2080078125,26.6259765625,14.9462890625
20.0721028,-44.1845703125,31.4599609375,18.1689453125
20.1143167,-44.9169921875,33.4130859375,19.4873046875
20.1338369,-46.7724609375,32.7783203125,17.3876953125
20.1758608,-47.4072265625,32.6318359375,14.9462890625
20.197665,-48.8232421875,32.4853515625,12.6513671875
20.2413898,-50.2392578125,31.1669921875,11.1865234375
20.2553172,-51.2646484375,29.7509765625,9.2822265625
20.2970329,-52.7294921875,28.0419921875,7.1826171875
20.3186637,-51.5087890625,25.8935546875,4.8876953125
20.3577451,-47.9443359375,22.3291015625,2.0556640625
20.378349,-44.6240234375,18.4716796875,0.3466796875
20.4190774,-42.8173828125,14.5654296875,-1.8505859375
20.4355913,-41.4501953125,12.0263671875,-3.5107421875
20.4731837,-39.4970703125,8.4619140625,-6.0986328125
20.4992638,-37.5927734375,5.4833984375,-8.2958984375
20.541664,-36.4697265625,3.3349609375,-10.0048828125
20.5553675,-35.4443359375,1.5771484375,-11.8603515625
20.5976228,-35.9326171875,-1.1572265625,-13.8134765625
20.6183826,-36.4208984375,-2.8173828125,-15.1806640625
20.6586991,-36.3720703125,-4.6240234375,-17.2802734375
20.6791089,-36.0302734375,-6.0888671875,-18.3544921875
20.7196262,-37.0556640625,-8.2861328125,-20.3076171875
20.7408354,-37.7880859375,-9.0185546875,-22.4072265625
20.7788597,-38.5693359375,-9.4091796875,-22.6513671875
20.7998174,-38.7158203125,-4.3798828125,-19.6728515625
20.838436,-39.6435546875,0.7470703125,-10.9326171875
20.8586541,-40.5712890625,3.8720703125,-0.9716796875
20.8943186,-41.3037109375,9.1943359375,8.0126953125
20.9284136,-41.8896484375,13.2470703125,15.6787109375
20.9484141,-43.2568359375,18.8134765625,21.1962890625
20.9874257,-44.4287109375,23.1103515625,25.8837890625
21.0100091,-45.2587890625,25.3564453125,27.1044921875
21.0518802,-45.8447265625,25.8447265625,25.6396484375
21.0716693,-46.7236328125,25.0634765625,22.5146484375
21.1102222,-47.5537109375,24.6728515625,20.5615234375
21.1301709,-49.1162109375,23.2568359375,18.9990234375
21.1696679,-49.8974609375,22.2314453125,17.1435546875
21.1885164,-51.1181640625,20.7177734375,15.1416015625
21.2281885,-51.3623046875,19.8388671875,12.7001953125
21.2518219,-48.5791015625,17.2998046875,10.9423828125
21.2934581,-45.1123046875,14.7119140625,8.2080078125
21.3119623,-42.6708984375,11.7333984375,6.6455078125
21.3531507,-40.3759765625,10.0732421875,4.5458984375
21.373936,-38.6181640625,7.9736328125,3.6669921875
21.4149402,-35.9814453125,5.4833984375,1.5185546875
21.4328127,-34.1259765625,4.5556640625,-0.4833984375
21.4747686,-32.7099609375,2.8466796875,-1.7529296875
21.4938208,-32.8564453125,1.4306640625,-2.5341796875
21.5219,-32.6611328125,0.2099609375,-4.0966796875
21.5608569,-32.1728515625,-1.0107421875,-4.9755859375
21.582419,-32.2705078125,-2.5244140625,-6.1474609375
21.6211973,-32.3681640625,-5.3076171875,-7.5634765625
21.6430088,-32.4169921875,-6.9677734375,-9.2236328125
21.6821191,-33.1005859375,-6.7724609375,-9.3212890625
21.70301,-33.6865234375,-2.2802734375,-5.4638671875
21.7467276,-34.5166015625,2.5048828125,3.7158203125
21.7658276,-35.2001953125,5.5810546875,14.0185546875
21.8086266,-35.9326171875,10.5126953125,22.6611328125
21.827946,-36.4208984375,15.4931640625,29.5458984375
21.8688568,-37.6904296875,19.4970703125,34.3310546875
21.8808659,-38.5205078125,23.9892578125,36.9189453125
21.9228808,-39.3505859375,26.3330078125,37.0654296875
21.9435861,-40.2783203125,26.8212890625,34.8193359375
21.9836874,-40.9130859375,27.7490234375,32.1337890625
22.0049107,-42.6220703125,27.8466796875,29.2041015625
22.0466843,-44.2333984375,27.6025390625,27.9345703125
22.0676666,-44.9658203125,27.0166015625,25.8349609375
22.1077267,-46.7236328125,27.1630859375,23.3935546875
22.1277847,-47.3095703125,27.2119140625,21.6357421875
22.1663055,-43.9404296875,24.4287109375,19.2919921875
22.1878051,-40.8642578125,22.9150390625,17.0458984375
22.2295331,-37.9345703125,20.1318359375,14.9951171875
22.245528,-35.8837890625,18.8134765625,12.4560546875
22.2886006,-34.1259765625,16.5185546875,10.6982421875
22.3084583,-32.2216796875,14.0283203125,8.5009765625
22.3498542,-30.1708984375,11.4404296875,6.5478515625
22.3638159,-29.3408203125,10.4638671875,5.2783203125
22.4042213,-29.4873046875,8.5595703125,2.9833984375
22.4263534,-29.7314453125,7.2412109375,1.4208984375
22.466199,-28.9990234375,6.6064453125,-0.0439453125
22.5005536,-29.0478515625,4.3115234375,-1.6064453125
22.5169284,-29.2431640625,2.8955078125,-3.7060546875
22.5599456,-29.8779296875,3.1396484375,-4.2919921875
22.5793791,-31.2939453125,7.1923828125,-0.8251953125
22.6188651,-32.0751953125,13.6865234375,7.7197265625
22.6388802,-32.9052734375,17.8857421875,18.4130859375
22.6820537,-34.3212890625,22.3291015625,27.6416015625
22.698549,-34.8095703125,27.3583984375,35.7470703125
22.7315831,-35.6396484375,32.9248046875,42.0458984375
22.7584844,-36.5185546875,37.3681640625,45.8056640625
22.7975554,-37.5439453125,41.0791015625,47.4658203125
22.8195038,-38.4228515625,41.6650390625,45.8056640625
22.858091,-39.6435546875,41.8115234375,42.7783203125
22.8784965,-40.8154296875,41.9091796875,39.5556640625
22.9199994,-41.7431640625,41.9091796875,37.0166015625
22.9403885,-42.3779296875,37.5146484375,36.1376953125
22.9942131,-43.9404296875,33.4130859375,33.6962890625
22.9998661,-45.1611328125,31.4111328125,30.7666015625
23.0423605,-44.3310546875,29.7021484375,28.1298828125
23.0641792,-40.0830078125,25.6005859375,26.0791015625
23.0891574,-36.5673828125,24.2822265625,23.7353515625
23.1301375,-34.3212890625,21.3037109375,21.2939453125
23.1519821,-32.0263671875,19.2529296875,18.8525390625
23.1796287,-29.4873046875,16.9580078125,16.6064453125
23.220531,-27.5830078125,14.3212890625,14.6533203125
23.2437992,-25.2880859375,11.6845703125,13.1396484375
23.2709124,-23.7744140625,9.8779296875,11.0400390625
23.3105126,-23.6279296875,7.1923828125,10.3076171875
23.333024,-23.4814453125,4.8974609375,8.2080078125
23.3645084,-22.9443359375,3.3837890625,6.2060546875
23.392504,-23.6767578125,1.1376953125,4.3505859375
23.4243792,-23.4326171875,1.4794921875,3.5205078125
23.4515288,-24.3115234375,4.8486328125,6.0595703125
23.4826405,-24.7998046875,9.6826171875,13.7744140625
23.5227304,-25.1416015625,13.7353515625,24.4189453125
23.5467368,-26.5087890625,18.0322265625,33.5009765625
23.5727255,-27.3388671875,22.8662109375,40.5810546875
23.60374,-28.0712890625,27.3095703125,46.0009765625
23.6367588,-29.0966796875,31.4111328125,49.1748046875
23.6642007,-30.3662109375,34.5849609375,50.8349609375
23.6961611,-30.9521484375,34.9755859375,49.9072265625
23.7262582,-32.4169921875,33.9990234375,46.4404296875
23.755155,-33.6865234375,33.4619140625,42.8759765625
23.7877135,-33.9306640625,32.6318359375,40.1416015625
23.8177097,-35.1025390625,30.9716796875,38.5302734375
23.8446839,-36.7626953125,29.5556640625,35.6005859375
23.8766214,-37.2021484375,29.0185546875,32.9638671875
23.906706,-37.2509765625,26.7236328125,30.0341796875
23.9338097,-34.5166015625,23.5986328125,27.6416015625
23.9671323,-31.1962890625,21.1572265625,25.2978515625
23.9971106,-28.8037109375,19.6923828125,21.6357421875
24.0226902,-26.8505859375,17.4951171875,20.1708984375
24.0577354,-24.2626953125,15.3955078125,17.3388671875
24.0853179,-22.0654296875,13.3447265625,14.9462890625
24.1183389,-20.0634765625,11.7333984375,12.9443359375
24.1474184,-18.2568359375,10.0732421875,10.5517578125
24.1758741,-17.3779296875,8.9990234375,8.2568359375
24.2073263,-16.9384765625,7.3388671875,6.5966796875
24.2373261,-16.6455078125,4.7021484375,3.7158203125
24.2673364,-16.3037109375,2.9931640625,2.1044921875
24.2977399,-16.3525390625,1.8212890625,-0.0439453125
24.3263021,-16.8408203125,5.5810546875,2.2021484375
24.3607027,-17.3779296875,11.3427734375,8.1103515625
24.3893044,-18.4033203125,15.3466796875,15.7763671875
24.4190699,-18.4521484375,20.7666015625,22.3193359375
24.4473603,-19.2822265625,25.5029296875,26.9091796875
24.4908734,-20.1123046875,30.5810546875,30.4736328125
24.5126958,-20.9912109375,34.1943359375,32.4267578125
24.5540195,-21.6259765625,36.0498046875,32.3779296875
24.5678414,-22.2607421875,35.5615234375,29.4482421875
24.5970441,-23.6279296875,34.3896484375,26.6650390625
24.6311055,-24.6044921875,34.0966796875,24.6142578125
24.6720304,-26.0205078125,33.9501953125,22.1728515625
24.6933649,-27.3876953125,32.7783203125,19.3408203125
24.7319836,-28.2177734375,31.3623046875,17.0458984375
24.7540382,-29.1455078125,30.9716796875,14.6533203125
24.7948095,-29.6337890625,29.0185546875,12.1630859375
24.8104663,-27.0458984375,27.5048828125,9.0869140625
24.8543905,-24.4091796875,25.2099609375,6.3037109375
24.8724942,-22.1142578125,23.7939453125,3.9111328125
24.9140013,-20.3564453125,22.1337890625,1.7626953125
24.9339894,-18.5009765625,20.1806640625,-1.8017578125
24.9778092,-16.3037109375,19.5458984375,-3.9013671875
24.9897171,-14.3017578125,18.4228515625,-5.7568359375
25.0319875,-13.0322265625,17.5439453125,-8.3935546875
25.053936,-13.1298828125,16.6162109375,-10.2978515625
25.0931609,-12.5439453125,15.0537109375,-12.9345703125
25.1146326,-12.4462890625,13.0517578125,-15.3759765625
25.1572916,-12.6904296875,11.8798828125,-17.8173828125
25.1722869,-12.9833984375,13.9794921875,-18.0615234375
25.2270664,-13.7158203125,18.7646484375,-14.2041015625
25.2471738,-14.4482421875,23.5986328125,-7.8564453125
25.2600379,-14.9853515625,27.4072265625,-1.4599609375
25.308014,-16.3037109375,33.3154296875,4.6435546875
25.3257365,-16.4013671875,38.4912109375,9.0869140625
25.3713419,-18.0126953125,43.6181640625,13.2861328125
25.3912419,-18.6962890625,47.5732421875,15.9228515625
25.4122494,-20.1611328125,49.8193359375,15.3369140625
25.4598314,-21.4794921875,49.0869140625,13.3349609375
25.4721467,-22.5537109375,48.5498046875,10.2587890625
25.5127872,-23.4814453125,48.4033203125,8.1103515625
25.533276,-24.6044921875,46.7431640625,6.1083984375
25.5727073,-25.4345703125,45.8154296875,4.1552734375
25.594711,-26.9970703125,43.1787109375,1.2255859375
25.6371028,-28.1201171875,41.9091796875,-0.2880859375
25.6579503,-27.7783203125,39.4189453125,-3.0712890625
25.6983336,-25.7275390625,36.8798828125,-5.7568359375
25.719147,-23.3349609375,34.9755859375,-8.5888671875
25.7562242,-21.8212890625,32.6318359375,-11.0302734375
25.7772379,-19.0869140625,30.8251953125,-13.4228515625
25.8155668,-17.6220703125,28.6767578125,-15.5712890625
25.8366003,-15.0341796875,26.1865234375,-17.6708984375
25.876739,-13.4228515625,24.7705078125,-19.8681640625
25.8978308,-11.7138671875,22.2314453125,-21.5283203125
25.9382972,-11.3232421875,20.1318359375,-24.3115234375
25.9598839,-11.5185546875,17.7392578125,-25.8251953125
26.0006073,-10.5419921875,16.2255859375,-27.4853515625
26.0205559,-10.6396484375,13.8330078125,-29.9267578125
26.0611761,-11.0302734375,15.3466796875,-29.8291015625
26.0752109,-11.7138671875,19.4970703125,-26.7041015625
26.1159498,-13.0322265625,23.2568359375,-19.7705078125
26.1364572,-13.3251953125,26.3818359375,-13.1787109375
26.2061711,-14.7412109375,30.9228515625,-6.2939453125
26.2096501,-14.8876953125,35.9033203125,-0.7275390625
26.225863,-15.8154296875,39.7119140625,4.6923828125
26.2619734,-16.9384765625,43.3251953125,7.9150390625
26.2883634,-18.4521484375,45.7666015625,10.0146484375
26.328247,-19.4287109375,44.1064453125,9.3798828125
26.3487261,-21.1865234375,43.6669921875,7.5244140625
26.389438,-22.2119140625,43.1787109375,6.0595703125
26.4176009,-23.3349609375,41.7138671875,4.9853515625
26.4399227,-25.1416015625,40.0048828125,3.4716796875
26.4795122,-26.0693359375,38.1982421875,1.9580078125
26.5003954,-27.6806640625,36.0498046875,0.2978515625
26.539136,-28.4130859375,34.0478515625,-2.5830078125
26.5606093,-26.3134765625,31.0693359375,-4.0966796875
26.6048679,-23.5791015625,28.7744140625,-5.9033203125
26.624484,-22.3583984375,26.4794921875,-7.5146484375
26.6643802,-20.0634765625,23.5986328125,-9.4677734375
26.6827769,-18.3544921875,21.9873046875,-11.1767578125
26.7214506,-15.5224609375,19.4482421875,-12.4462890625
26.7429094,-13.3740234375,16.9580078125,-14.0087890625
26.7966636,-11.9580078125,15.0048828125,-16.0595703125
26.8174972,-10.5908203125,13.3935546875,-16.8408203125
26.828932,-10.9814453125,11.7333984375,-18.9892578125
26.871528,-10.7373046875,9.7802734375,-20.1123046875
26.8904867,-10.1025390625,7.2900390625,-21.4794921875
26.9298407,-10.7861328125,6.0693359375,-23.2861328125
26.9512569,-10.6884765625,5.2880859375,-24.2626953125
26.9917828,-11.1767578125,9.3896484375,-22.0166015625
27.0122617,-12.2509765625,14.0771484375,-16.0595703125
27.0524727,-12.5439453125,17.7392578125,-8.4912109375
27.0723624,-13.3740234375,22.2802734375,-1.4111328125
27.1246559,-15.3759765625,26.7236328125,4.3994140625
27.1458693,-15.6689453125,30.2392578125,9.2822265625
27.1605016,-17.1826171875,32.6318359375,13.3349609375
27.2041274,-18.6962890625,35.4638671875,15.9716796875
27.2243701,-19.6728515625,34.6826171875,14.9951171875
27.2650631,-21.1865234375,34.3408203125,13.1884765625
27.2856189,-22.0166015625,33.3642578125,11.7236328125
27.3279471,-23.7255859375,33.0712890625,10.6982421875
27.3487355,-24.8486328125,30.9716796875,9.0380859375
27.3884974,-26.2158203125,29.7998046875,7.3291015625
27.4085719,-28.0712890625,27.5537109375,5.3759765625
27.4467892,-29.4873046875,25.6494140625,3.4228515625
27.4646822,-29.2919921875,23.6474609375,1.7626953125
27.5043518,-25.9716796875,21.5478515625,0.2978515625
27.5267354,-24.5068359375,19.2529296875,-1.6064453125
27.5541773,-23.2861328125,17.2998046875,-3.6572265625
27.5981008,-21.7236328125,16.3232421875,-5.2197265625
27.6170792,-19.9169921875,15.2001953125,-6.9287109375
27.6620562,-17.8173828125,12.7587890625,-8.5400390625
27.6787502,-16.1572265625,12.3193359375,-10.2001953125
27.7171928,-15.6201171875,11.9287109375,-12.2998046875
27.7372039,-15.2294921875,10.7568359375,-14.0087890625
27.7768432,-15.0341796875,10.1220703125,-15.4248046875
27.7976716,-15.0341796875,8.6083984375,-17.0849609375
27.8387386,-15.2294921875,6.2158203125,-18.6962890625
27.8567413,-15.3271484375,5.1904296875,-20.2587890625
27.8957719,-16.6455078125,5.5322265625,-20.5517578125
27.9196218,-16.9384765625,9.8779296875,-18.9892578125
27.9477845,-18.1591796875,15.1025390625,-12.2509765625
27.9896502,-18.6962890625,19.2041015625,-5.0732421875
28.0092452,-19.5751953125,23.5498046875,2.7880859375
28.0496553,-21.5771484375,27.7490234375,9.4775390625
28.0703454,-22.8466796875,32.8271484375,14.6533203125
28.1070449,-23.2861328125,36.6845703125,19.2431640625
28.1279024,-25.5322265625,39.5654296875,21.4404296875
28.1688881,-26.7529296875,39.9072265625,21.3916015625
28.1885008,-28.4619140625,38.8330078125,19.2431640625
28.2288088,-30.3173828125,39.5654296875,17.5341796875
28.2516186,-31.3916015625,39.2724609375,16.2646484375
28.2790084,-33.1982421875,37.6123046875,14.3115234375
28.3069666,-34.8095703125,35.6591796875,12.9931640625
28.3481633,-36.4208984375,34.6337890625,10.6982421875
28.3696348,-38.0322265625,33.1689453125,8.9404296875
28.4096225,-37.9345703125,30.7275390625,6.9384765625
28.4308602,-34.9560546875,27.6025390625,5.0341796875
28.459302,-32.4169921875,25.5029296875,2.9833984375
28.4928651,-31.7822265625,23.9404296875,0.8837890625
28.5226858,-30.1708984375,21.0595703125,-0.8251953125
28.5472365,-28.3642578125,19.3505859375,-2.4365234375
28.5880776,-26.8017578125,17.7392578125,-4.7802734375
28.6109271,-25.1416015625,16.3720703125,-6.0498046875
28.6538977,-23.9208984375,13.9794921875,-8.2958984375
28.6723813,-24.0673828125,12.5146484375,-9.9560546875
28.7024044,-23.7255859375,9.8291015625,-11.4697265625
28.7331525,-23.6767578125,3.6767578125,-13.7158203125
28.762432,-23.7744140625,0.7958984375,-15.2783203125
28.8013207,-24.2138671875,-1.7431640625,-16.9873046875
28.8233596,-24.8974609375,-3.0615234375,-18.3056640625
28.8538038,-25.3369140625,-1.9384765625,-17.8173828125
28.8815751,-26.2646484375,1.9189453125,-13.6181640625
28.9147433,-27.1435546875,5.6298828125,-5.4638671875
28.9426459,-28.1201171875,10.3173828125,1.8115234375
28.9685791,-28.8525390625,13.9794921875,9.9169921875
29.0098387,-30.4150390625,18.8134765625,16.1669921875
29.0489598,-31.6845703125,21.9384765625,21.5380859375
29.0702715,-33.4423828125,25.6005859375,25.5908203125
29.0950678,-34.2724609375,27.7490234375,26.3720703125
29.1230581,-35.5419921875,25.7958984375,25.7861328125
29.157105,-37.2509765625,26.2841796875,23.0517578125
29.1860819,-38.5205078125,25.6005859375,21.6357421875
29.2131677,-39.5947265625,24.5263671875,19.3896484375
29.2468957,-41.4013671875,22.0361328125,17.6806640625
29.2739792,-43.2568359375,20.3759765625,15.5810546875
29.3039285,-44.4287109375,18.3251953125,14.2138671875
29.3345307,-45.5029296875,14.9072265625,11.8212890625
29.3633039,-44.1357421875,12.4169921875,9.2822265625
29.3923128,-40.7177734375,10.2685546875,7.3779296875
29.4277521,-39.0576171875,7.7294921875,5.4736328125
