t,y,y1,y2
0.0679178,-13.8720703125,-58.7548828125,-37.3388671875
0.0694058000000002,-14.6533203125,-56.9970703125,-24.8876953125
0.0704313999999999,-15.2392578125,-55.9716796875,-5.4052734375
0.0718785,-15.7275390625,-55.2880859375,10.4150390625
0.0731114000000002,-16.3623046875,-55.4833984375,16.8115234375
0.0810178000000001,-16.4111328125,-56.2646484375,16.0791015625
0.0820284,-17.0458984375,-56.3134765625,10.8056640625
0.0994613000000002,-17.8271484375,-56.6552734375,4.6533203125
0.1004466,-18.2177734375,-57.2900390625,-3.8427734375
0.1014192,-16.8994140625,-57.1435546875,-8.8720703125
0.1024025,-14.5068359375,-57.7294921875,-11.2158203125
0.1033471,-12.2119140625,-57.4365234375,-10.9716796875
0.1043282,-10.9423828125,-57.4853515625,-9.5556640625
0.1052766,-11.7236328125,-58.6083984375,-9.3115234375
0.1062201,-11.4306640625,-58.4619140625,-11.6552734375
0.107211,-12.0166015625,-59.5849609375,-14.2431640625
0.1081595,-12.7978515625,-59.9267578125,-17.8076171875
0.1090994,-13.0908203125,-60.0732421875,-22.0556640625
0.1100502,-13.3349609375,-60.9033203125,-25.8642578125
0.110985,-13.5302734375,-61.5869140625,-29.9169921875
0.1119641,-12.6025390625,-61.3427734375,-32.1142578125
0.1130291,-13.7255859375,-60.0244140625,-22.2021484375
0.1139961,-13.4326171875,-58.5595703125,-3.7939453125
0.1155399,-14.2626953125,-57.9736328125,13.0517578125
0.1169348,-15.0439453125,-58.0712890625,20.2294921875
0.117937,-15.4833984375,-58.1689453125,20.4736328125
0.1196752,-15.9228515625,-58.4619140625,15.7373046875
0.1207288,-16.8505859375,-58.6572265625,7.8271484375
0.1222079,-17.3876953125,-59.6826171875,-1.0107421875
0.1232183,-17.0458984375,-60.1708984375,-7.8466796875
0.1241824,-14.1162109375,-59.8779296875,-10.6298828125
0.1253362,-12.2119140625,-59.4384765625,-12.3876953125
0.1263244,-10.6494140625,-60.7080078125,-13.3154296875
0.12726,-10.0146484375,-60.9521484375,-13.7060546875
0.1282374,-10.1123046875,-61.0009765625,-14.9755859375
0.1292853,-10.6005859375,-61.5869140625,-18.1982421875
0.1302768,-11.3818359375,-61.9287109375,-20.5419921875
0.1313619,-11.8212890625,-62.3193359375,-24.2529296875
0.1323723,-12.4072265625,-63.1982421875,-26.6943359375
0.1333394,-12.5537109375,-63.8330078125,-30.3076171875
0.1342652,-12.5537109375,-63.9794921875,-32.5537109375
0.1352692,-12.4072265625,-62.6123046875,-24.1064453125
0.1362084,-12.8466796875,-60.4150390625,-3.2568359375
0.1371279,-13.1884765625,-59.9755859375,16.6162109375
0.1380646,-14.2138671875,-59.6826171875,28.6279296875
0.1389986,-14.3603515625,-60.5126953125,31.0693359375
0.139947,-16.0205078125,-60.4150390625,27.7001953125
0.1408765,-16.1181640625,-61.0009765625,22.2314453125
0.1418057,-16.5576171875,-61.3916015625,13.6865234375
0.1427308,-17.4853515625,-62.0263671875,6.6064453125
0.1436704,-14.9462890625,-61.8310546875,1.5771484375
0.1445997,-11.9189453125,-61.9287109375,-0.4736328125
0.1455244,-10.1123046875,-62.3193359375,-1.0107421875
0.1464838,-9.3798828125,-62.7099609375,-1.2548828125
0.1475852,-9.8681640625,-62.9052734375,-2.5244140625
0.1485118,-9.7216796875,-63.8330078125,-5.0634765625
0.1494924,-10.7470703125,-64.2724609375,-8.1884765625
0.1504141,-11.3818359375,-65.0048828125,-12.5341796875
0.1513506,-11.7236328125,-65.2978515625,-17.0751953125
0.1522886,-11.7236328125,-65.5419921875,-20.5419921875
0.1532075,-11.2353515625,-66.3232421875,-24.2529296875
0.1541495,-12.0654296875,-66.1767578125,-24.9853515625
0.1551511,-12.2607421875,-64.1259765625,-11.7529296875
0.1562656,-12.5537109375,-62.7587890625,11.0986328125
0.1572523,-13.5302734375,-62.6123046875,29.5068359375
0.1582063,-14.0185546875,-62.1728515625,37.6611328125
0.1591347,-15.0927734375,-62.6611328125,37.9541015625
0.160144,-15.6787109375,-62.5634765625,33.5595703125
0.16109,-15.8740234375,-63.3447265625,26.9677734375
0.1620162,-17.2412109375,-63.4423828125,18.7158203125
0.1632209,-16.8505859375,-64.8583984375,11.5869140625
0.1644177,-14.2626953125,-64.4677734375,7.6806640625
0.1655753,-11.2353515625,-64.3701171875,6.6552734375
0.1667153,-9.8193359375,-64.0771484375,6.8994140625
0.1678746,-9.2333984375,-65.0048828125,6.8505859375
0.1690377,-9.3798828125,-64.7607421875,5.7275390625
0.1702198,-10.0634765625,-66.1279296875,3.0419921875
0.1714557,-10.4541015625,-66.2744140625,-0.3271484375
0.172663,-11.5283203125,-67.2021484375,-4.1845703125
0.173715,-11.4306640625,-67.6416015625,-8.5302734375
0.174727,-11.8212890625,-68.2275390625,-12.9248046875
0.1756989,-11.6748046875,-68.6669921875,-17.3193359375
0.1766378,-12.2119140625,-68.8623046875,-19.1748046875
0.1779314,-12.0166015625,-67.0556640625,-9.0673828125
0.1791474,-13.3349609375,-65.8349609375,11.2939453125
0.1803281,-13.6767578125,-65.3955078125,30.8740234375
0.1814804,-14.4091796875,-64.7119140625,38.7841796875
0.1826168,-14.9462890625,-65.1025390625,39.2724609375
0.1837959,-15.7763671875,-65.5908203125,34.2919921875
0.1852169,-16.6552734375,-65.4931640625,25.3564453125
0.1864365,-18.0712890625,-66.6650390625,16.6650390625
0.1873916,-17.9736328125,-66.7138671875,10.2197265625
0.1883436,-16.3623046875,-66.9580078125,5.5322265625
0.1892764,-12.8955078125,-67.0556640625,4.7021484375
0.1902445,-11.1865234375,-67.0068359375,5.6787109375
0.1911748,-10.0634765625,-67.6904296875,5.4345703125
0.1921103,-10.7470703125,-67.5927734375,4.5556640625
0.1931311,-11.3818359375,-67.5927734375,2.3583984375
0.194166,-11.9189453125,-69.0576171875,-1.1572265625
0.1951048,-12.9443359375,-69.0576171875,-4.2333984375
0.1962585,-12.7490234375,-69.8876953125,-8.1396484375
0.1974297,-13.1884765625,-69.7900390625,-12.6806640625
0.1986419,-13.3349609375,-70.0830078125,-15.8056640625
0.1998234,-13.6279296875,-70.6201171875,-18.2470703125
0.2010091,-13.8720703125,-68.4228515625,-7.9443359375
0.2021927,-13.8720703125,-67.1533203125,12.0263671875
0.2033396,-14.8486328125,-66.0791015625,29.7509765625
0.2043331,-15.8251953125,-66.3720703125,37.4658203125
0.2053434,-16.8017578125,-66.7626953125,36.7333984375
0.206335,-16.9482421875,-67.2998046875,32.1923828125
0.2073075,-17.8271484375,-68.3251953125,22.8662109375
0.2082532,-18.5595703125,-68.2763671875,13.2470703125
0.2091851,-18.8037109375,-68.9599609375,6.3623046875
0.2101142,-16.8017578125,-68.6669921875,4.1162109375
0.211221,-14.3115234375,-68.6669921875,4.0185546875
0.212393,-12.4560546875,-68.7646484375,4.1650390625
0.2135366,-11.6259765625,-69.3505859375,3.9208984375
0.2147079,-11.6748046875,-69.4482421875,2.7001953125
0.2158916,-12.5048828125,-69.6923828125,0.7470703125
0.2170772,-13.1884765625,-70.7666015625,-3.4033203125
0.218157,-14.1650390625,-71.0595703125,-6.1865234375
0.2191664,-14.2626953125,-71.7919921875,-9.8486328125
0.2200936,-14.4580078125,-71.9384765625,-14.2431640625
0.221024,-14.2626953125,-72.1337890625,-18.4423828125
0.2219715,-14.7998046875,-70.9619140625,-16.1962890625
0.22291,-14.7021484375,-69.0087890625,-0.4736328125
0.2238406,-15.2392578125,-68.3740234375,21.5966796875
0.2247739,-16.7041015625,-67.5439453125,36.4892578125
0.2257015,-16.7529296875,-67.5927734375,41.1767578125
0.2266328,-17.4853515625,-68.1298828125,39.7119140625
0.2276062,-18.2666015625,-68.7646484375,34.0966796875
0.2285307,-19.0478515625,-69.1064453125,26.7724609375
0.229461,-19.5361328125,-69.7900390625,19.3505859375
0.2304045,-19.3896484375,-69.5458984375,14.8095703125
0.2313312,-17.1923828125,-70.1318359375,12.5146484375
0.2322642,-14.3115234375,-69.6435546875,13.4423828125
0.233199,-12.5048828125,-69.9365234375,14.6630859375
0.2341282,-12.4560546875,-69.8388671875,14.6142578125
0.235075,-12.5537109375,-70.6201171875,13.3935546875
0.2360038,-12.3583984375,-70.6201171875,10.0244140625
0.2369357,-14.5556640625,-71.3037109375,6.5576171875
0.2378751,-14.7998046875,-71.4501953125,2.7490234375
0.2388178,-15.1416015625,-72.8173828125,-2.6220703125
0.2397558,-15.3369140625,-73.2568359375,-6.0888671875
0.2406834,-15.3369140625,-72.4267578125,-9.7021484375
0.2416263,-15.3857421875,-71.4013671875,-2.7197265625
0.2425498,-15.5810546875,-69.5947265625,17.7880859375
0.2435646,-16.4599609375,-68.6181640625,40.5419921875
0.2445485,-17.1435546875,-68.4716796875,53.3837890625
0.2454947,-18.1201171875,-67.7392578125,56.7041015625
0.2464497,-18.6572265625,-68.7646484375,53.8720703125
0.2474019,-19.3896484375,-68.7158203125,47.0849609375
0.2483268,-20.4638671875,-70.0341796875,38.9306640625
0.249262,-21.1962890625,-69.7412109375,30.0439453125
0.2502074,-20.6103515625,-69.6923828125,25.6005859375
0.2511444,-17.0947265625,-69.5458984375,23.9404296875
0.2520907,-14.7509765625,-70.1806640625,25.4052734375
0.2530357,-13.2861328125,-69.4970703125,27.3095703125
0.2539653,-13.3349609375,-70.2783203125,28.8720703125
0.2548959,-13.2373046875,-71.3525390625,30.1904296875
0.255836,-13.6767578125,-71.3037109375,28.0908203125
0.2567639,-15.0439453125,-71.9384765625,25.5029296875
0.2577074,-15.6298828125,-72.3779296875,22.8662109375
0.2586634,-15.7763671875,-73.3544921875,19.8388671875
0.2599578,-15.9716796875,-73.5009765625,16.9091796875
0.261124,-16.0693359375,-74.1845703125,14.9072265625
0.2622604,-16.4111328125,-71.8896484375,23.8916015625
0.2633966,-16.9970703125,-70.1806640625,46.1083984375
0.2645349,-17.8271484375,-69.4482421875,67.8857421875
0.2656978,-18.6083984375,-69.2529296875,79.2626953125
0.2668659,-19.2431640625,-69.2041015625,80.7763671875
0.2680882,-19.4873046875,-69.2041015625,79.2626953125
0.2693442,-20.8544921875,-70.2294921875,73.4033203125
0.2705171,-21.0986328125,-70.0830078125,64.8095703125
0.2714791,-21.8798828125,-70.7177734375,57.7294921875
0.2725076,-21.2451171875,-70.8154296875,52.2119140625
0.2734277,-18.4130859375,-70.6201171875,51.0400390625
0.2744435,-16.0205078125,-70.5712890625,51.6748046875
0.2753677,-13.8232421875,-70.9130859375,51.5771484375
0.2764906,-13.9697265625,-71.2548828125,50.8935546875
0.2775757,-14.5556640625,-71.9873046875,48.6962890625
0.278492,-14.9462890625,-72.2314453125,45.4248046875
0.2794875,-16.0205078125,-72.0849609375,42.1533203125
0.2804225,-16.7529296875,-73.2080078125,37.5634765625
0.2813521,-16.8505859375,-74.2822265625,34.0966796875
0.2822739,-17.0947265625,-74.4775390625,29.8486328125
0.2832937,-17.0947265625,-75.2099609375,27.3095703125
0.2843002,-17.5341796875,-73.1103515625,34.3896484375
0.2852255,-18.5107421875,-71.3037109375,55.9228515625
0.2861649,-18.4619140625,-70.5224609375,75.8447265625
0.2870888,-18.9501953125,-70.3271484375,88.0517578125
0.2880099,-20.3662109375,-70.2294921875,88.4912109375
0.2891629,-20.5615234375,-70.4736328125,84.1943359375
0.290343,-21.5869140625,-71.7919921875,76.3818359375
0.2914844,-21.8798828125,-72.9150390625,65.8837890625
0.2925687,-22.6611328125,-73.0615234375,56.5087890625
0.2934911,-23.1982421875,-72.8173828125,49.9658203125
0.2944292,-20.2685546875,-73.0126953125,44.6435546875
0.2953698,-17.3388671875,-73.3544921875,41.2255859375
0.2963252,-15.7763671875,-73.8427734375,38.1005859375
0.2972533,-15.2880859375,-74.2822265625,35.7568359375
0.2981879,-15.5322265625,-74.8193359375,32.4853515625
0.2991257,-16.0693359375,-75.0146484375,27.7001953125
0.3000697,-16.8994140625,-76.3330078125,23.9404296875
0.3010103,-18.1689453125,-77.3583984375,17.9345703125
0.3019435,-18.4130859375,-77.6513671875,13.5888671875
0.3028833,-18.2666015625,-78.1396484375,9.1455078125
0.3038523,-19.5361328125,-78.1396484375,6.8994140625
0.3047924,-19.0478515625,-76.5283203125,16.9580078125
0.3059252,-19.5849609375,-74.4287109375,38.7353515625
0.3069271,-19.9267578125,-74.0380859375,57.0947265625
0.3079203,-20.6103515625,-74.0869140625,65.8349609375
0.3088554,-20.9521484375,-74.3310546875,65.8837890625
0.3097953,-20.7080078125,-74.8681640625,60.6103515625
0.3107283,-21.3427734375,-75.5029296875,53.0419921875
0.3117501,-22.4169921875,-75.9912109375,42.3486328125
0.3127007,-22.4658203125,-76.5771484375,35.3173828125
0.3136286,-22.8076171875,-76.7236328125,31.2646484375
0.3145542,-20.8056640625,-76.5283203125,30.1904296875
0.3154894,-17.4853515625,-76.9189453125,30.9716796875
0.3165429,-16.4599609375,-77.1142578125,31.1181640625
0.317499,-15.6298828125,-77.8466796875,29.7021484375
0.3184967,-16.1181640625,-78.0908203125,27.0166015625
0.3194208,-16.7041015625,-78.7255859375,22.9638671875
0.3203424,-17.6806640625,-78.7744140625,19.0087890625
0.3214639,-18.0712890625,-79.6044921875,13.9306640625
0.3223893,-18.3154296875,-80.5322265625,9.2431640625
0.3233203,-17.8271484375,-80.8251953125,4.7998046875
0.32425,-17.7294921875,-79.2138671875,7.5830078125
0.3251796,-18.8525390625,-78.0419921875,23.9404296875
0.3261172,-18.8037109375,-76.6259765625,46.4990234375
0.3270522,-19.2919921875,-76.6748046875,60.9033203125
0.327968,-19.9755859375,-76.7236328125,65.2490234375
0.3288828,-21.0009765625,-76.9677734375,61.6357421875
0.329813,-21.7333984375,-77.7001953125,54.1162109375
0.3307351,-22.0263671875,-78.4326171875,44.8876953125
0.3316604,-22.8564453125,-78.3837890625,34.7802734375
0.3326004,-22.9541015625,-79.3115234375,29.1650390625
0.333514,-20.9521484375,-78.3837890625,26.7236328125
0.334522,-18.4130859375,-78.7744140625,26.2353515625
0.3354495,-15.8251953125,-79.2626953125,26.8212890625
0.3365052,-15.0439453125,-79.7998046875,25.5029296875
0.3376542,-14.6044921875,-80.0439453125,23.5498046875
0.3386012,-15.3857421875,-80.7275390625,20.5712890625
0.3395103,-16.2158203125,-81.2158203125,16.9580078125
0.3405166,-17.7783203125,-81.7529296875,12.8076171875
0.3415128,-17.8759765625,-82.9248046875,7.9248046875
0.3424343,-18.3642578125,-82.6806640625,2.7490234375
0.3433833,-18.4130859375,-82.5830078125,0.6494140625
0.34431,-18.6083984375,-80.5322265625,14.3701171875
0.3453444,-18.6083984375,-78.5791015625,38.6865234375
0.3462738,-18.8037109375,-78.6767578125,57.9248046875
0.347217,-20.0244140625,-78.0908203125,67.1533203125
0.3481322,-20.6591796875,-78.4814453125,66.1767578125
0.3490558,-20.7568359375,-78.9208984375,60.9033203125
0.34998,-21.4892578125,-78.9697265625,53.4326171875
0.3509037,-21.7333984375,-79.8974609375,42.5439453125
0.3518227,-22.7099609375,-80.2880859375,34.3408203125
0.3527997,-22.4658203125,-79.8486328125,29.4580078125
0.3537537,-20.5126953125,-80.0927734375,27.6513671875
0.354692,-17.2900390625,-80.8251953125,28.1884765625
0.3556142,-15.4345703125,-80.4345703125,28.4814453125
0.3565338,-14.7998046875,-81.4599609375,26.6259765625
0.3574662,-15.4345703125,-81.7529296875,23.6474609375
0.358382,-15.7763671875,-82.0947265625,19.4482421875
0.3593225,-15.8740234375,-82.9736328125,15.6396484375
0.3602607,-17.2412109375,-83.8525390625,10.8544921875
0.3611897,-17.7294921875,-84.5361328125,5.5322265625
0.3621149,-17.6806640625,-84.5361328125,2.2119140625
0.3630426,-17.5830078125,-82.3388671875,5.6298828125
0.3639951,-17.5830078125,-80.8251953125,25.3564453125
0.3649293,-17.7783203125,-79.6044921875,49.5263671875
0.3659906,-18.8037109375,-79.5068359375,64.2724609375
0.367051,-19.3896484375,-79.4091796875,68.6181640625
0.3679956,-19.7802734375,-79.9462890625,65.1513671875
0.3689241,-21.0009765625,-80.3369140625,57.8759765625
0.3698686,-21.3427734375,-80.8251953125,48.9892578125
0.3707907,-21.9287109375,-81.2646484375,39.4189453125
0.3717104,-22.1728515625,-81.6064453125,32.8759765625
0.3727298,-21.5380859375,-81.0693359375,30.3369140625
0.3736653,-18.9990234375,-82.0458984375,30.4833984375
0.3746574,-16.8017578125,-81.6064453125,31.9970703125
0.3755855,-14.8974609375,-82.2412109375,31.5576171875
0.3765099,-14.8486328125,-82.4365234375,29.5556640625
0.3774954,-15.3369140625,-83.2177734375,27.0654296875
0.3784332,-15.7275390625,-83.0712890625,23.0615234375
0.3793695,-16.1181640625,-83.9501953125,18.6181640625
0.3802931,-17.5341796875,-84.1943359375,14.1259765625
0.3812554,-17.2412109375,-84.5849609375,8.6572265625
0.3821848,-17.6806640625,-84.4384765625,5.2880859375
0.3831135,-17.3876953125,-82.8759765625,13.1982421875
0.3840315,-18.1689453125,-81.2158203125,35.5615234375
0.3849761,-18.1201171875,-80.5322265625,57.9736328125
0.3861371,-18.7548828125,-79.9951171875,70.1318359375
0.3870683,-19.1455078125,-80.3857421875,70.8154296875
0.3879827,-19.7802734375,-80.9228515625,66.1279296875
0.3890877,-20.5615234375,-81.2646484375,58.1201171875
0.3902282,-21.1962890625,-82.2412109375,46.9873046875
0.3913545,-22.0751953125,-82.7294921875,38.1982421875
0.392497,-22.3681640625,-82.2412109375,32.6318359375
0.3936614,-21.9287109375,-81.8994140625,30.4833984375
0.3948287,-18.4130859375,-82.5341796875,30.9716796875
0.396044,-15.8740234375,-82.1923828125,31.2158203125
0.3973169,-14.7021484375,-82.9736328125,29.7998046875
0.3985779,-15.2880859375,-83.3154296875,28.3349609375
0.3997607,-16.0693359375,-83.6572265625,25.1123046875
0.4007639,-15.7763671875,-84.4873046875,21.0107421875
0.4017827,-16.9482421875,-84.4873046875,16.6650390625
0.4028142,-17.6318359375,-85.2197265625,12.2216796875
0.4038558,-17.1435546875,-85.8544921875,7.8271484375
0.4048469,-17.5830078125,-85.4638671875,5.4345703125
0.4057809,-17.0947265625,-83.5107421875,16.0791015625
0.406716,-17.7783203125,-81.6064453125,38.8818359375
0.4076701,-18.1201171875,-80.7275390625,59.9755859375
0.4086007,-18.5595703125,-80.4833984375,70.9130859375
0.4095271,-19.5849609375,-80.8251953125,72.2314453125
0.4104502,-19.7314453125,-82.2412109375,67.4462890625
0.4113872,-20.9033203125,-82.7294921875,60.0244140625
0.4123079,-21.2939453125,-83.1201171875,49.9658203125
0.413262,-21.9287109375,-82.7783203125,41.9091796875
0.4141964,-22.1240234375,-81.8994140625,38.2470703125
0.4151441,-21.4892578125,-82.4853515625,37.5146484375
0.4160688,-18.9013671875,-82.7783203125,38.9306640625
0.4170496,-16.1669921875,-83.0224609375,40.0048828125
0.4179828,-15.2880859375,-83.1201171875,38.5888671875
0.4189111,-14.7021484375,-83.3642578125,36.5869140625
0.4198424,-15.4345703125,-83.6083984375,34.1455078125
0.4207618,-15.9716796875,-83.9501953125,29.5556640625
0.4216893,-16.8994140625,-84.5361328125,25.0146484375
0.422629,-17.8271484375,-85.1708984375,20.1806640625
0.4235531,-17.8759765625,-85.6103515625,14.9072265625
0.4245035,-17.8271484375,-84.3896484375,15.1513671875
0.4255083,-17.1923828125,-82.5830078125,30.7275390625
0.4264526,-18.1201171875,-81.1181640625,53.4326171875
0.4274089,-18.5107421875,-80.5322265625,69.4482421875
0.428334,-18.8525390625,-80.3857421875,74.7705078125
0.4292609,-19.8779296875,-80.8251953125,72.2802734375
0.430194,-20.5126953125,-81.4599609375,64.9072265625
0.4311171,-21.3427734375,-81.7041015625,54.4580078125
0.4320579,-21.5380859375,-82.1435546875,43.5205078125
0.4330029,-22.1728515625,-81.9482421875,35.2197265625
0.433942,-22.3193359375,-81.9482421875,31.8994140625
0.4348926,-21.2451171875,-82.0947265625,31.7041015625
0.4358163,-17.6806640625,-81.8994140625,31.8017578125
0.4367412,-15.7763671875,-82.1923828125,30.9228515625
0.437689,-14.5556640625,-82.6806640625,28.3349609375
0.4386114,-14.9951171875,-83.1201171875,25.5517578125
0.4395362,-15.4345703125,-83.6572265625,21.3525390625
0.440469,-16.3623046875,-83.6572265625,17.2998046875
0.441406,-17.7294921875,-84.0966796875,12.3193359375
0.4423318,-17.9248046875,-84.4873046875,8.7548828125
0.4432768,-17.8271484375,-83.8525390625,6.3134765625
0.4442042,-18.1201171875,-81.8505859375,19.5947265625
0.4451421,-17.8271484375,-79.6533203125,44.1064453125
0.446072,-18.2177734375,-78.8720703125,65.3466796875
0.4470633,-18.9990234375,-79.0673828125,75.4052734375
0.4480145,-19.3408203125,-78.8232421875,76.1865234375
0.4490164,-20.7080078125,-78.6279296875,71.2548828125
0.4499942,-21.1474609375,-79.9462890625,62.8076171875
0.4509157,-21.5380859375,-79.4580078125,52.7490234375
0.4518456,-22.7587890625,-79.7509765625,44.0576171875
0.4527748,-22.7099609375,-79.8974609375,39.4677734375
0.4537227,-21.7822265625,-79.8486328125,38.3447265625
0.4546683,-19.4873046875,-79.2626953125,39.2724609375
0.4555822,-16.6064453125,-79.0185546875,39.7119140625
0.4565115,-15.2880859375,-79.9462890625,38.7353515625
0.4574673,-14.7021484375,-79.8486328125,37.3193359375
0.4584068,-15.1416015625,-80.8251953125,33.2177734375
0.4593282,-15.3369140625,-80.9228515625,29.9462890625
0.4602491,-16.1669921875,-81.1669921875,25.0634765625
0.46119,-17.3876953125,-82.3388671875,20.2783203125
0.4621139,-17.6806640625,-81.6552734375,15.7861328125
0.4631024,-17.3388671875,-80.3857421875,19.0087890625
0.4640455,-17.4365234375,-78.2373046875,39.0771484375
0.4651419,-17.8271484375,-77.2119140625,64.4677734375
0.4663273,-18.1201171875,-76.4306640625,81.0693359375
0.4674866,-19.1943359375,-76.1865234375,85.8544921875
0.4687199,-19.5849609375,-76.2353515625,83.2177734375
0.4698656,-20.4150390625,-76.8212890625,76.6748046875
0.4710437,-20.8056640625,-77.7978515625,67.0556640625
0.4722227,-21.2451171875,-77.4072265625,56.9482421875
0.473446,-22.6123046875,-77.4072265625,49.6728515625
0.4746813,-22.8076171875,-77.0654296875,46.4990234375
0.4757195,-21.2939453125,-77.2119140625,46.2548828125
0.4767204,-18.1201171875,-76.8212890625,46.4501953125
0.4776979,-15.3369140625,-77.1142578125,45.8642578125
0.4786281,-14.6533203125,-77.8955078125,43.8134765625
0.4795422,-14.9462890625,-77.7978515625,41.6162109375
0.4805177,-14.7998046875,-78.6279296875,37.0751953125
0.4814547,-15.7763671875,-79.0185546875,32.4853515625
0.4826844,-16.7529296875,-79.5068359375,27.7978515625
0.4838474,-16.8017578125,-79.9462890625,22.9150390625
0.4850152,-17.2900390625,-79.7021484375,19.2529296875
0.4861452,-17.2412109375,-77.9443359375,29.2626953125
0.4873834,-17.6318359375,-76.3818359375,52.0654296875
0.4885853,-18.4619140625,-74.1357421875,74.5263671875
0.4897948,-18.4130859375,-74.3798828125,86.3427734375
0.4910178,-18.9013671875,-74.8193359375,87.3193359375
0.4920529,-19.6826171875,-74.7216796875,83.2666015625
0.4930584,-19.9755859375,-75.0634765625,75.1123046875
0.4940151,-21.1474609375,-75.5029296875,65.7373046875
0.4949368,-22.0751953125,-76.0400390625,56.7041015625
0.4958591,-22.3193359375,-75.4541015625,50.6494140625
0.4968067,-22.0751953125,-76.0888671875,48.7451171875
0.4977442,-20.8544921875,-76.0400390625,49.6728515625
0.4986887,-17.5830078125,-76.2353515625,49.9658203125
0.4996129,-15.5322265625,-76.5283203125,49.4287109375
0.5005381,-14.8486328125,-77.1142578125,47.0849609375
0.5015159,-15.1904296875,-77.8466796875,43.6181640625
0.5024375,-15.3857421875,-78.1396484375,39.5654296875
0.5033734,-16.2646484375,-78.8720703125,36.0498046875
0.5042975,-17.6318359375,-79.3115234375,31.5087890625
0.5052783,-17.7783203125,-79.8974609375,27.1142578125
0.5062277,-17.9248046875,-78.5302734375,25.8935546875
0.5071512,-18.0712890625,-77.1142578125,38.6865234375
0.5080692,-17.4853515625,-75.2587890625,62.3193359375
0.5090309,-18.4619140625,-74.4287109375,82.0458984375
0.5099544,-19.4384765625,-74.1845703125,90.7373046875
0.5108813,-19.7802734375,-74.6240234375,89.8095703125
0.5118156,-20.4638671875,-75.6005859375,85.0732421875
0.5127313,-21.0498046875,-76.3330078125,75.8935546875
0.5136861,-21.9775390625,-76.1376953125,65.6884765625
0.5146262,-22.5634765625,-76.5283203125,57.7294921875
0.515553,-23.3935546875,-76.1865234375,53.4326171875
0.5164734,-23.4912109375,-76.2353515625,53.2861328125
0.5174182,-20.9033203125,-76.7724609375,54.7998046875
0.5183544,-18.4619140625,-77.4072265625,54.1650390625
0.5192848,-16.3134765625,-77.8955078125,53.4814453125
0.5202146,-16.3623046875,-77.9443359375,50.1123046875
0.5211448,-16.8017578125,-78.6767578125,46.4501953125
0.5220691,-16.9970703125,-79.4091796875,41.9580078125
0.5230267,-17.9248046875,-79.6533203125,37.6611328125
0.5240038,-19.1455078125,-80.4345703125,32.1923828125
0.5249431,-19.8291015625,-80.0439453125,28.2373046875
0.5258888,-19.7802734375,-78.2373046875,34.5849609375
0.5268078,-19.2919921875,-76.4794921875,55.4833984375
0.5277293,-20.2197265625,-75.7958984375,75.9423828125
0.5286733,-20.0732421875,-75.5029296875,87.4169921875
0.5296148,-20.2685546875,-76.0400390625,88.2470703125
0.5305539,-21.3916015625,-75.6005859375,82.7783203125
0.5314788,-21.8798828125,-76.4794921875,73.8916015625
0.5323982,-22.0751953125,-77.1630859375,63.9794921875
0.5333266,-23.0517578125,-76.6748046875,53.5791015625
0.5342495,-23.6865234375,-76.8701171875,47.4267578125
0.5351881,-24.1259765625,-76.9677734375,45.4736328125
0.5361101,-23.1982421875,-77.3095703125,44.9853515625
